,relevant,title,authors,url,venue,year,keywords,abstract
906,,A Note on the Behavior of Majority Voting in Multi-Class Domains with Biased Annotators.,"Jerónimo Hernández-González,Iñaki Inza,José Antonio Lozano",https://doi.org/10.1109/TKDE.2018.2845400,TKDE,2019,"Training,Labeling,Robustness,Standards,Noise measurement,Aggregates","Majority voting is a popular and robust strategy to aggregate different opinions in learning from crowds, where each worker labels examples according to their own criteria. Although it has been extensively studied in the binary case, its behavior with multiple classes is not completely clear, specifically when annotations are biased. This paper attempts to fill that gap. The behavior of the majority voting strategy is studied in-depth in multi-class domains, emphasizing the effect of annotation bias. By means of a complete experimental setting, we show the limitations of the standard majority voting strategy. The use of three simple techniques that infer global information from the annotations and annotators allows us to put the performance of the majority voting strategy in context."
907,,Special Section on the International Conference on Data Engineering 2016.,"Meichun Hsu,Alfons Kemper,Timos Sellis",https://doi.org/10.1109/TKDE.2018.2876580,TKDE,2019,"Special issues and sections,Meetings,Data engineering","The papers in this special section were presented at the 32nd International Conference on Data Engineering that was held in Helsinki, Finland, May 16- May 20, 2016. "
908,,A Novel Feature Incremental Learning Method for Sensor-Based Activity Recognition.,"Chunyu Hu,Yiqiang Chen,Xiaohui Peng 0002,Han Yu 0001,Chenlong Gao,Lisha Hu",https://doi.org/10.1109/TKDE.2018.2855159,TKDE,2019,"Activity recognition,Adaptation models,Data models,Forestry,Learning systems,Monitoring,Vegetation","Recognizing activities of daily living is an important research topic for health monitoring and elderly care. However, most existing activity recognition models only work with static and pre-defined sensor configurations. Enabling an existing activity recognition model to adapt to the emergence of new sensors in a dynamic environment is a significant challenge. In this paper, we propose a novel feature incremental learning method, namely the Feature Incremental Random Forest (FIRF), to improve the performance of an existing model with a small amount of data on newly appeared features. It consists of two important components - 1) a mutual information based diversity generation strategy (MIDGS) and 2) a feature incremental tree growing mechanism (FITGM). MIDGS enhances the internal diversity of random forests, while FITGM improves the accuracy of individual decision trees. To evaluate the performance of FIRF, we conduct extensive experiments on three well-known public datasets for activity recognition. Experimental results demonstrate that FIRF is significantly more accurate and efficient compared with other state-of-the-art methods. It has the potential to allow the dynamic exploitation of new sensors in changing environments."
909,,A New Robust Approach for Reversible Database Watermarking with Distortion Control.,"Donghui Hu,Dan Zhao,Shuli Zheng",https://doi.org/10.1109/TKDE.2018.2851517,TKDE,2019,"Watermarking,Databases,Robustness,Genetic algorithms,Distortion,Histograms,Data integrity","Nowadays information is crucial in many fields such as medicine, science and business, where databases are used effectively for information sharing. However, the databases face the risk of being pirated, stolen or misused, which may result in a lot of security threats concerning ownership rights, data tampering and privacy protection. Watermarking is utilized to enforce ownership rights on shared relational databases. Many reversible watermarking methods are proposed recently to protect rights of owners along with recovering original data. Most state-of-the-art methods modify the original data to a large extent, result in data quality degradation, and cannot achieve good balance between robustness against malicious attacks and data recovery. In this paper, we propose a robust and reversible database watermarking technique, Genetic Algorithm and Histogram Shifting Watermarking (GAHSW), for numerical relational database. The genetic algorithm is used to select the best secret key for grouping database, where the watermarking can be embedded with balanced distortion and capacity. The histogram of the prediction error is shifted to embed the watermark with good robustness. Experimental results demonstrate the effectiveness of GAHSW and show that it outperforms state-of-the-art approaches in terms of robustness against malicious attacks and preservation of data quality."
910,,Enhanced Clients for Data Stores and Cloud Services.,Arun Iyengar,https://doi.org/10.1109/TKDE.2018.2873321,TKDE,2019,"Servers,Encryption,Software,Monitoring,Java,Generators","Data stores and cloud services are typically accessed using a client-server paradigm wherein the client runs as part of an application process which is trying to access the data store or cloud service. This paper presents the design and implementation of enhanced clients for improving both the functionality and performance of applications accessing data stores or cloud services. Our enhanced clients can improve performance via multiple types of caches, encrypt data for providing confidentiality before sending information to a server, and compress data for reducing the size of data transfers. Our clients can perform data analysis to allow applications to more effectively use cloud services. They also provide both synchronous and asynchronous interfaces. An asynchronous interface allows an application program to access a data store or cloud service and continue execution before receiving a response which can significantly improve performance. We present a Universal Data Store Manager (UDSM) which allows an application to access multiple different data stores and provides a common interface to each data store. The UDSM also can monitor the performance of different data stores. A workload generator allows users to easily determine and compare the performance of different data stores. We also present NLU-SA, an application for performing natural language understanding and sentiment analysis on text documents. NLU-SA is implemented on top of our enhanced clients and integrates text analysis with Web searching. We present results from NLU-SA on sentiment on the Web towards major companies and countries. We also present a performance analysis of our enhanced clients."
911,,Next Generation Indexing for Genomic Intervals.,"Vahid Jalili,Matteo Matteucci,Jeremy Goecks,Yashar Deldjoo,Stefano Ceri",https://doi.org/10.1109/TKDE.2018.2871031,TKDE,2019,"Bioinformatics,Genomics,Tools,DNA,Indexing,Calculus","One-dimensional intervals incremental inverted index (Di4) is a multi-resolution, single-dimension indexing framework for efficient, scalable, and extensible computation of genomic interval expressions. The framework has a tri-layer architecture: the semantic layer provides orthogonal and generic means (including the support of user-defined function) of sense-making and higher-lever reasoning from region-based datasets; the logical layer provides building blocks for region calculus and topological relations between intervals; the physical layer abstracts from persistence technology and makes the model adaptable to variety of persistence technologies, spanning from small-scale (e.g., B+tree) to large-scale (e.g., LevelDB). The extensibility of Di4 to application scenarios is shown with an example of comparative evaluation of ChIP-seq and DNase-Seq replicates. Performance of Di4 is benchmarked for small and large scale scenarios under common bioinformatics application scenarios. Di4 is freely available from https://genometric.github.io/Di4."
912,,CURE - Flexible Categorical Data Representation by Hierarchical Coupling Learning.,"Songlei Jian,Guansong Pang,Longbing Cao,Kai Lu,Hang Gao",https://doi.org/10.1109/TKDE.2018.2848902,TKDE,2019,"Couplings,Encoding,Anomaly detection,Task analysis,Semantics,Unsupervised learning,Data models","The representation of categorical data with hierarchical value coupling relationships (i.e., various value-to-value cluster interactions) is very critical yet challenging for capturing complex data characteristics in learning tasks. This paper proposes a novel and flexible coupled unsupervised categorical data representation (CURE) framework, which not only captures the hierarchical couplings but is also flexible enough to be instantiated for contrastive learning tasks. CURE first learns the value clusters of different granularities based on multiple value coupling functions and then learns the value representation from the couplings between the obtained value clusters. With two complementary value coupling functions, CURE is instantiated into two models: coupled data embedding (CDE) for clustering and coupled outlier scoring of high-dimensional data (COSH) for outlier detection. These show that CURE is flexible for value clustering and coupling learning between value clusters for different learning tasks. CDE embeds categorical data into a new space in which features are independent and semantics are rich. COSH represents data w.r.t. an outlying vector to capture complex outlying behaviors of objects in high-dimensional data. Substantial experiments show that CDE significantly outperforms three popular unsupervised encoding methods and three state-of-the-art similarity measures, and COSH performs significantly better than five state-of-the-art outlier detection methods on high-dimensional data. CDE and COSH are scalable and stable, linear to data size and quadratic to the number of features, and are insensitive to their parameters."
913,,Stacked Robust Adaptively Regularized Auto-Regressions for Domain Adaptation.,"Wenhao Jiang,Hongchang Gao,Wei Lu 0006,Wei Liu 0005,Fu-Lai Chung,Heng Huang",https://doi.org/10.1109/TKDE.2018.2837085,TKDE,2019,"Machine learning,Robustness,Training,Noise reduction,Adaptation models,Learning systems,Training data","Domain adaptation is the situation for supervised learning in which the training data are sampled from the source domain while the test data are sampled from the target domain that follows a different distribution. The key to solving such a problem is to reduce effects of the discrepancy between the training data and test data. Recently, deep learning methods that employ stacked denoising auto-encoders (SDAs) to learn new representations for both domains have been successfully applied in domain adaptation. And, remarkable performance on multi-domain sentiment analysis datasets has been reported, making deep learning a promising approach to domain adaptation problems. In this paper, a deep learning method called Stacked Robust Adaptively Regularized Auto-regressions (SRARAs) is proposed to learn useful representations for domain adaptation problems. Each layer of SRARAs contains two steps: a linear transformation step, which is based on robust adaptively regularized auto-regression, and a non-linear squashing transformation step. The first step aims at reducing the discrepancy between the training data and test data, and the second step is to introduce non-linearity and control the range of the elements in the outputs. The experimental results on text and image datasets demonstrate that the proposed method is very effective."
914,,Relative Pairwise Relationship Constrained Non-Negative Matrix Factorisation.,"Shuai Jiang,Kan Li 0001,Richard Yi Da Xu",https://doi.org/10.1109/TKDE.2018.2859223,TKDE,2019,"Loss measurement,Recommender systems,Convergence,Motion pictures,Clustering algorithms,Symmetric matrices,Euclidean distance","Non-negative Matrix Factorisation (NMF) has been extensively used in machine learning and data analytics applications. Most existing variations of NMF only consider how each row/column vector of factorised matrices should be shaped, and ignore the relationship among pairwise rows or columns. In many cases, such pairwise relationship enables better factorisation, for example, image clustering and recommender systems. In this paper, we propose an algorithm named, Relative Pairwise Relationship constrained Non-negative Matrix Factorisation (RPR-NMF), which places constraints over relative pairwise distances amongst features by imposing penalties in a triplet form. Two distance measures, squared Euclidean distance and Symmetric divergence, are used, and exponential and hinge loss penalties are adopted for the two measures, respectively. It is well known that the so-called “multiplicative update rules” result in a much faster convergence than gradient descend for matrix factorisation. However, applying such update rules to RPR-NMF and also proving its convergence is not straightforward. Thus, we use reasonable approximations to relax the complexity brought by the penalties, which are practically verified. Experiments on both synthetic datasets and real datasets demonstrate that our algorithms have advantages on gaining close approximation, satisfying a high proportion of expected constraints, and achieving superior performance compared with other algorithms."
915,,HyperX - A Scalable Hypergraph Framework.,"Wenkai Jiang,Jianzhong Qi 0001,Jeffrey Xu Yu,Jin Huang 0003,Rui Zhang 0003",https://doi.org/10.1109/TKDE.2018.2848257,TKDE,2019,"Partitioning algorithms,Optimization,Tools,Knowledge engineering,Data engineering,Approximation algorithms,Modeling","Hypergraphs are generalizations of graphs where the (hyper)edges can connect any number of vertices. They are powerful tools for representing complex and non-pairwise relationships. However, existing graph computation frameworks cannot accommodate hypergraphs without converting them into graphs, because they do not offer APIs that support (hyper)edges directly. This graph conversion may create excessive replicas and result in very large graphs, causing difficulties in workload balancing. A few tools have been developed for hypergraph partitioning, but they are not general-purpose frameworks for hypergraph processing. In this paper, we propose HyperX, a general-purpose distributed hypergraph processing framework built on top of Spark. HyperX is based on the computation paradigm “Pregel”, which is user-friendly and has been widely adopted by popular graph computation frameworks. To help create balanced workloads for distributed hypergraph processing, we further investigate the hypergraph partitioning problem and propose a novel label propagation partitioning (LPP) algorithm. We conduct extensive experiments using both real and synthetic data. The result shows that HyperX achieves an order of magnitude improvement for running hypergraph learning algorithms compared with graph conversion based approaches in terms of running time, network communication costs, and memory consumption. For hypergraph partitioning, LPP outperforms the baseline algorithms significantly in these measures as well."
916,,A Correlation-Based Feature Weighting Filter for Naive Bayes.,"Liangxiao Jiang,Lungan Zhang,Chaoqun Li,Jia Wu 0001",https://doi.org/10.1109/TKDE.2018.2836440,TKDE,2019,"Pattern classification,Feature extraction,Decision trees,Data mining,Bayes methods,Mutual information","Due to its simplicity, efficiency, and efficacy, naive Bayes (NB) has continued to be one of the top 10 algorithms in the data mining and machine learning community. Of numerous approaches to alleviating its conditional independence assumption, feature weighting has placed more emphasis on highly predictive features than those that are less predictive. In this paper, we argue that for NB highly predictive features should be highly correlated with the class (maximum mutual relevance), yet uncorrelated with other features (minimum mutual redundancy). Based on this premise, we propose a correlation-based feature weighting (CFW) filter for NB. In CFW, the weight for a feature is a sigmoid transformation of the difference between the feature-class correlation (mutual relevance) and the average feature-feature intercorrelation (average mutual redundancy). Experimental results show that NB with CFW significantly outperforms NB and all the other existing state-of-the-art feature weighting filters used to compare. Compared to feature weighting wrappers for improving NB, the main advantages of CFW are its low computational complexity (no search involved) and the fact that it maintains the simplicity of the final model. Besides, we apply CFW to text classification and have achieved remarkable improvements."
917,,Collective Keyword Query on a Spatial Knowledge Base.,"Xiongnan Jin,Sangjin Shin,Eunju Jo,Kyong-Ho Lee",https://doi.org/10.1109/TKDE.2018.2873376,TKDE,2019,"Semantics,Knowledge based systems,Resource description framework,Query processing,Data models,Standards","The conventional works on spatial keyword queries for a knowledge base focus on finding a subtree to cover all the query keywords. The retrieved subtree is rooted at a place vertex, spatially close to a query location and compact in terms of the query keywords. However, user requirements may not be satisfied by a single subtree in some application scenarios. A group of subtrees should be combined together to collectively cover the query keywords. In this paper, we propose and study a novel way of searching on a spatial knowledge, namely collective spatial keyword query on a knowledge base (CoSKQ-KB). We formalize the problem of CoSKQKB and design a baseline method for CoSKQ-KB (BCK). To further speed up the query processing, an improved scalable method for CoSKQ-KB (iSCK) is proposed based on a set of efficient pruning and early termination techniques. In addition, we conduct empirical experiments on two real-world datasets to show the efficiency and effectiveness of our proposed algorithms."
918,,Interactive Data Exploration with Smart Drill-Down.,"Manas Joglekar,Hector Garcia-Molina,Aditya G. Parameswaran",https://doi.org/10.1109/TKDE.2017.2685998,TKDE,2019,"Bicycles,Heuristic algorithms,Optimization,Algorithm design and analysis,Prototypes,Aggregates,Databases","We present 
<i>smart drill-down</i>
, an operator for interactively exploring a relational table to discover and summarize “interesting” groups of tuples. Each group of tuples is described by a 
<i>rule</i>
 . For instance, the rule 
<inline-formula><tex-math notation=""LaTeX"">$(a, b, \star, 1000)$</tex-math></inline-formula>
 tells us that there are 1,000 tuples with value 
<inline-formula><tex-math notation=""LaTeX"">$a$</tex-math></inline-formula>
 in the first column and 
<inline-formula><tex-math notation=""LaTeX"">$b$</tex-math></inline-formula>
 in the second column (and any value in the third column). Smart drill-down presents an analyst with a list of rules that together describe interesting aspects of the table. The analyst can tailor the definition of interesting, and can interactively apply smart drill-down on an existing rule to explore that part of the table. We demonstrate that the underlying optimization problems are 
<small>NP-Hard</small>
, and describe an algorithm for finding the approximately optimal list of rules to display when the user uses a smart drill-down, and a dynamic sampling scheme for efficiently interacting with large tables. Finally, we perform experiments on real datasets on our experimental prototype to demonstrate the usefulness of smart drill-down and study the performance of our algorithms."
919,,Sequential Multi-Class Labeling in Crowdsourcing.,"Qiyu Kang,Wee Peng Tay",https://doi.org/10.1109/TKDE.2018.2874003,TKDE,2019,"Labeling,Crowdsourcing,Task analysis,Games,Dogs,Reliability,Encoding","We consider a crowdsourcing platform where workers' responses to questions posed by a crowdsourcer are used to determine the hidden state of a multi-class labeling problem. As workers may be unreliable, we propose to perform sequential questioning in which the questions posed to the workers are designed based on previous questions and answers. We propose a Partially-Observable Markov Decision Process (POMDP) framework to determine the best questioning strategy, subject to the crowdsourcer's budget constraint. As this POMDP formulation is in general intractable, we develop a suboptimal approach based on a q-ary Ulam-Renyi game. We also propose a sampling heuristic, which can be used in tandem with standard POMDP solvers, using our Ulam-Renyi strategy. We demonstrate through simulations that our approaches outperform a non-sequential strategy based on error correction coding and which does not utilize workers' previous responses."
920,,Machine Learning for the Geosciences - Challenges and Opportunities.,"Anuj Karpatne,Imme Ebert-Uphoff,Sai Ravela,Hassan Ali Babaie,Vipin Kumar",https://doi.org/10.1109/TKDE.2018.2861006,TKDE,2019,"Geology,Earth,Machine learning,Meteorology,Data models,Atmospheric modeling,Sensors","Geosciences is a field of great societal relevance that requires solutions to several urgent problems facing our humanity and the planet. As geosciences enters the era of big data, machine learning (ML)-that has been widely successful in commercial domains-offers immense potential to contribute to problems in geosciences. However, geoscience applications introduce novel challenges for ML due to combinations of geoscience properties encountered in every problem, requiring novel research in machine learning. This article introduces researchers in the machine learning (ML) community to these challenges offered by geoscience problems and the opportunities that exist for advancing both machine learning and geosciences. We first highlight typical sources of geoscience data and describe their common properties. We then describe some of the common categories of geoscience problems where machine learning can play a role, discussing the challenges faced by existing ML methods and opportunities for novel ML research. We conclude by discussing some of the cross-cutting research themes in machine learning that are applicable across several geoscience problems, and the importance of a deep collaboration between machine learning and geosciences for synergistic advancements in both disciplines."
921,,Platform-Independent Robust Query Processing.,"Srinivas Karthik,Jayant R. Haritsa,Sreyash Kenkre,Vinayaka Pandit,Lohit Krishnan",https://doi.org/10.1109/TKDE.2017.2664827,TKDE,2019,"Query processing,Robustness,Estimation,Engines,Three-dimensional displays,Benchmark testing","To address the classical selectivity estimation problem for OLAP queries in relational databases, a radically different approach called 
<monospace>PlanBouquet</monospace>
 was recently proposed in 
<xref ref-type=""bibr"" rid=""ref1""> [1]</xref>
 , wherein the estimation process is completely abandoned and replaced with a calibrated discovery mechanism. The beneficial outcome of this new construction is that provable guarantees on worst-case performance, measured as Maximum Sub-Optimality (
<i>MSO</i>
), are obtained thereby facilitating robust query processing. The 
<monospace> PlanBouquet</monospace>
 formulation suffers, however, from a systemic drawback—the MSO bound is a function of not only the query, but also the optimizer's behavioral profile over the underlying database platform. As a result, there are adverse consequences: (i) the bound value becomes highly variable, depending on the specifics of the current operating environment, and (ii) it becomes infeasible to compute the value without substantial investments in preprocessing overheads. In this paper, we first present 
<monospace>SpillBound</monospace>
, a new query processing algorithm that retains the core strength of the 
<monospace>PlanBouquet</monospace>
 discovery process, but reduces the bound dependency to only the query. It does so by incorporating plan termination and selectivity monitoring mechanisms in the database engine. Specifically, 
<monospace>SpillBound</monospace>
 delivers a worst-case multiplicative bound, of 
<inline-formula><tex-math notation=""LaTeX"">$D^2+3D$</tex-math></inline-formula>
, where 
<inline-formula> <tex-math notation=""LaTeX"">$D$</tex-math></inline-formula>
 is simply the number of error-prone predicates in the user query. Consequently, the bound value becomes independent of the optimizer and the database platform, and the guarantee can be issued simply by query inspection. We go on to prove that 
<monospace>SpillBound</monospace>
 is within an 
<inline-formula> <tex-math notation=""LaTeX"">$O(D)$</tex-math></inline-formula>
 factor of the 
<i>best possible</i>
 deterministic selectivity discovery algorithm in its class. We next devise techniques to bridge this quadratic-to-linear MSO gap by introducing the notion of 
<i>contour alignment</i>
, a characterization of the nature of plan structures along the 
<i> boundaries</i>
 of the selectivity space. Specifically, we propose a variant of 
<monospace>SpillBound</monospace>
, called 
<monospace>AlignedBound</monospace>
, which exploits the alignment property and provides a guarantee in the range 
<inline-formula><tex-math notation=""LaTeX"">$\mathbf {[2D+2,D^2+3D]}$</tex-math></inline-formula>
. Finally, a detailed empirical evaluation over the standard decision-support benchmarks indicates that: (i) 
<monospace>SpillBound </monospace>
 provides markedly superior performance w.r.t. MSO as compared to 
<monospace>PlanBouquet</monospace>
, and (ii) 
<monospace>AlignedBound</monospace>
 provides additional benefits for query instances that are challenging for 
<monospace>SpillBound</monospace>
, often coming close to the ideal of MSO linearity in 
<inline-formula> <tex-math notation=""LaTeX"">$D$</tex-math></inline-formula>
. From an absolute perspective, 
<monospace>AlignedBound</monospace>
 evaluates virtually all the benchmark queries considered in our study with MSO of around 
<b>10</b>
 or lesser. Therefore, in an overall sense, 
<monospace>SpillBound</monospace>
 and 
<monospace>AlignedBound</monospace>
 offer a substantive step forward in the long-standing quest for robust query processing."
922,1,Engineering Methods for Differentially Private Histograms - Efficiency Beyond Utility.,"Georgios Kellaris,Stavros Papadopoulos 0001,Dimitris Papadias",https://doi.org/10.1109/TKDE.2018.2827378,TKDE,2019,"Histograms,Privacy,Smoothing methods,Sensitivity,Discrete Fourier transforms,Knowledge engineering,Data engineering","Publishing histograms with 
<inline-formula><tex-math notation=""LaTeX"">$\epsilon$</tex-math></inline-formula>
-
<i>differential privacy</i>
 has been studied extensively in the literature. Existing schemes aim at maximizing the 
<i>utility</i>
 of the published data, while previous experimental evaluations analyze the privacy/utility trade-off. In this paper, we provide the first experimental evaluation of differentially private methods that goes beyond utility, emphasizing also on another important aspect, namely 
<i>efficiency</i>
. Towards this end, we first observe that all existing schemes are comprised of a small set of common blocks. We then optimize and choose the best implementation for each block, determine the combinations of blocks that capture the entire literature, and propose novel block combinations. We qualitatively assess the quality of the schemes based on the skyline of efficiency and utility, i.e., based on whether a method is dominated on both aspects or not. Using exhaustive experiments on four real datasets with different characteristics, we conclude that there are always trade-offs in terms of utility and efficiency. We demonstrate that the schemes derived from our novel block combinations provide the best trade-offs for time critical applications. Our work can serve as a guide to help practitioners 
<i>engineer</i>
 a differentially private histogram scheme depending on their application requirements."
923,,LinkBlackHole** - Robust Overlapping Community Detection Using Link Embedding.,"Jungeun Kim,Sungsu Lim,Jae-Gil Lee 0001,Byung Suk Lee",https://doi.org/10.1109/TKDE.2018.2873750,TKDE,2019,"Clustering algorithms,Robustness,Detection algorithms,Partitioning algorithms,Image edge detection,Computer science,Merging","This paper proposes LinkBlackHole*, a novel algorithm for finding communities that are (i) overlapping in nodes and (ii) mixing (not separating clearly) in links. There has been a small body of work in each category, but this paper is the first one that addresses both. LinkBlackHole* is a merger of our earlier two algorithms, LinkSCAN* and BlackHole, inheriting their advantages in support of highly-mixed overlapping communities. The former is used to handle overlapping nodes, and the latter to handle mixing links in finding communities. Like LinkSCAN and its more efficient variant LinkSCAN*, this paper presents LinkBlackHole and its more efficient variant LinkBlackHole*, which reduces the number of links through random sampling. Thorough experiments show superior quality of the communities detected by LinkBlackHole* and LinkBlackHole to those detected by other state-of-the-art algorithms. In addition, LinkBlackHole* shows high resilience to the link sampling effect, and its running time scales up almost linearly with the number of links in a network."
924,,"A Collective, Probabilistic Approach to Schema Mapping Using Diverse Noisy Evidence.","Angelika Kimmig,Alex Memory,Renée J. Miller,Lise Getoor",https://doi.org/10.1109/TKDE.2018.2865785,TKDE,2019,"Metadata,Task analysis,Probabilistic logic,Cognition,Knowledge engineering,Data engineering,Complexity theory","We propose a probabilistic approach to the problem of schema mapping. Our approach is declarative, scalable, and extensible. It builds upon recent results in both schema mapping and probabilistic reasoning and contributes novel techniques in both fields. We introduce the problem of schema mapping selection, that is, choosing the best mapping from a space of potential mappings, given both metadata constraints and a data example. As selection has to reason holistically about the inputs and the dependencies between the chosen mappings, we define a new schema mapping optimization problem which captures interactions between mappings as well as inconsistencies and incompleteness in the input. We then introduce Collective Mapping Discovery (CMD), our solution to this problem using state-of-the-art probabilistic reasoning techniques. Our evaluation on a wide range of integration scenarios, including several real-world domains, demonstrates that CMD effectively combines data and metadata information to infer highly accurate mappings even with significant levels of noise."
925,,Predicting Consumption Patterns with Repeated and Novel Events.,"Dimitrios Kotzias,Moshe Lichman,Padhraic Smyth",https://doi.org/10.1109/TKDE.2018.2832132,TKDE,2019,"Data models,Predictive models,Music,Mixture models,Social network services,Training data,Motion pictures","There are numerous contexts where individuals typically consume a few items from a large selection of possible items. Examples include purchasing products, listening to music, visiting locations in physical or virtual environments, and so on. There has been significant prior work in such contexts on developing predictive modeling techniques for recommending new items to individuals, often using techniques such as matrix factorization. There are many situations, however, where making predictions for both previously-consumed and new items for an individual is important, rather than just recommending new items. We investigate this problem and find that widely-used matrix factorization methods are limited in their ability to capture important details in historical behavior, resulting in relatively low predictive accuracy for these types of problems. As an alternative we propose an interpretable and scalable mixture model framework that balances individual preferences in terms of exploration and exploitation. We evaluate our model in terms of accuracy in user consumption predictions using several real-world datasets, including location data, social media data, and music listening data. Experimental results show that the mixture model approach is systematically more accurate and more efficient for these problems compared to a variety of state-of-the-art matrix factorization methods."
926,,A Multi-Step Nonlinear Dimension-Reduction Approach with Applications to Big Data.,"Raghavan Krishnan,V. A. Samaranayake,Sarangapani Jagannathan",https://doi.org/10.1109/TKDE.2018.2876848,TKDE,2019,"Covariance matrices,Noise measurement,Correlation,Big Data,Indexes,Organizations,Eigenvalues and eigenfunctions","In this paper, a novel dimension-reduction approach is presented to overcome challenges such as nonlinear relationships, heterogeneity, and noisy dimensions. Initially, the p attributes in the data are first organized into random groups. Next, to systematically remove redundant and noisy dimensions from the data, each group is independently mapped into a low dimensional space via a parametric mapping. The group-wise transformation parameters are estimated using a low-rank approximation of distance covariance. The transformed attributes are reorganized into groups based on the magnitude of their respective eigenvalues. The group-wise organization and reduction process is performed until a user-defined criterion on eigenvalues is satisfied. In addition, novel procedures are introduced to aggregate the transformation parameters when the data is available in batches. Overall performance is demonstrated with extensive simulation analysis on classification by employing 10 data-sets."
927,,l-Injection - Toward Effective Collaborative Filtering Using Uninteresting Items.,"Jongwuk Lee,Won-Seok Hwang,Juan Parc,Youngnam Lee,Sang-Wook Kim,Dongwon Lee 0001",https://doi.org/10.1109/TKDE.2017.2698461,TKDE,2019,"Motion pictures,Collaboration,Recommender systems,Software,Business,Manganese","We develop a novel framework, named as 
<inline-formula><tex-math notation=""LaTeX"">$l$</tex-math></inline-formula>
-injection, to address the sparsity problem of recommender systems. By carefully injecting low values to a selected set of unrated user-item pairs in a user-item matrix, we demonstrate that top-
<i>N</i>
 recommendation accuracies of various collaborative filtering (CF) techniques can be significantly and consistently improved. We first adopt the notion of 
<i>pre-use preferences</i>
 of users toward a vast amount of 
<i>unrated</i>
 items. Using this notion, we identify 
<i>uninteresting</i>
 items that have not been rated yet but are likely to receive low ratings from users, and selectively impute them as low values. As our proposed approach is method-agnostic, it can be easily applied to a variety of CF algorithms. Through comprehensive experiments with three real-life datasets (e.g., Movielens, Ciao, and Watcha), we demonstrate that our solution consistently and universally enhances the accuracies of existing CF algorithms (e.g., item-based CF, SVD-based CF, and SVD++) by 2.5 to 5 times on average. Furthermore, our solution improves the running time of those CF methods by 1.2 to 2.3 times when its setting produces the best accuracy. The datasets and codes that we used in the experiments are available at: 
<uri>https://goo.gl/KUrmip</uri>
."
928,,Automated Influence Maintenance in Social Networks - An Agent-based Approach.,"Weihua Li,Quan Bai,Minjie Zhang,Tung Doan Nguyen",https://doi.org/10.1109/TKDE.2018.2867774,TKDE,2019,"Social network services,Maintenance engineering,Adaptation models,Integrated circuit modeling,Data models,Market research","Social influence modelling and maximization appear significant in various domains, such as e-business, marketing, and social computing. Most existing studies focus on how to maximize positive social impact to promote product adoptions based on static network snapshots. Such approaches can only increase influence in a social network in short-term, but cannot generate sustainable or long-term effects. In this research work, we study how to maintain long-term influence in a social network and propose an agent-based influence maintenance model, which can select influential nodes based on the current status in dynamic social networks in multiple times. Within the context of our investigation, the experimental results indicate that multiple-time seed selection is capable of achieving more constant impact than that of one-shot selection. We claim that influence maintenance is crucial for supporting, enhancing, and assisting long-term goals in business development. The proposed approach can automatically maintain long-lasting impact and achieve influence maintenance."
929,,Multi-Label Learning from Crowds.,"Shao-Yuan Li,Yuan Jiang 0001,Nitesh V. Chawla,Zhi-Hua Zhou",https://doi.org/10.1109/TKDE.2018.2857766,TKDE,2019,"Labeling,Crowdsourcing,Task analysis,Correlation,Random access memory,Reliability,Tagging","We consider multi-label crowdsourcing learning in two scenarios. In the first scenario, we aim at inferring instances' groundtruth given the crowds' annotations. We propose two approaches NAM/RAM (Neighborhood/Relevance Aware Multi-label crowdsourcing) modeling the crowds' expertise and label correlations from different perspectives. Extended from single-label crowdsourcing methods, NAM models the crowds' expertise on individual labels, but based on the idea that for rational workers, their annotations for instances similar in the feature space should also be similar, NAM utilizes information from the feature space and incorporates the local influence of neighborhoods' annotations. Noting that the crowds tend to act in an effort-saving manner while labeling multiple labels, i.e., rather than carefully annotating every proper label, they would prefer scanning and tagging a few most relevant labels, RAM models the crowds' expertise as their ability to distinguish the relevance between label pairs. In the second scenario, we care about cost-efficient crowdsourcing where the labeling and learning process are conducted in tandem. We extend NAM/RAM to the active paradigm and propose instance, label, and worker selection criteria such that the labeling cost is significantly saved compared to passive learning without labeling control. The proposals' effectiveness are validated on simulated and real data."
930,,Location Inference for Non-Geotagged Tweets in User Timelines.,"Pengfei Li 0005,Hua Lu 0001,Nattiya Kanhabua,Sha Zhao,Gang Pan 0001",https://doi.org/10.1109/TKDE.2018.2852764,TKDE,2019,"Twitter,Urban areas,Adaptation models,Feature extraction,Hidden Markov models,Location awareness","Social media like Twitter have become globally popular in the past decade. Thanks to the high penetration of smartphones, social media users are increasingly going mobile. This trend has contributed to foster various location based services deployed on social media, the success of which heavily depends on the availability and accuracy of users' location information. However, only a very small fraction of tweets in Twitter are geo-tagged. Therefore, it is necessary to infer locations for tweets in order to attain the purpose of those location based services. In this paper, we tackle this problem by scrutinizing Twitter user timelines in a novel fashion. First of all, we split each user's tweet timeline temporally into a number of clusters, each tending to imply a distinct location. Subsequently, we adapt two machine learning models to our setting and design classifiers that classify each tweet cluster into one of the pre-defined location classes at the city level. The Bayes based model focuses on the information gain of words with location implications in the user-generated contents. The convolutional LSTM model treats user-generated contents and their associated locations as sequences and employs bidirectional LSTM and convolution operation to make location inferences. The two models are evaluated on a large set of real Twitter data. The experimental results suggest that our models are effective at inferring locations for non-geotagged tweets and the models outperform the state-of-the-art and alternative approaches significantly in terms of inference accuracy."
